"","sample","treename","in_final_tree","in_all_tree","in_internal_tree","type","dataType","inTopoConstraint","type2","reason"
"397","FMNH252009","Opisthotropis_daovantieni",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"398","MVZ_Herp_226568","Opisthotropis_jacobi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"399","UMFS_11227",NA,FALSE,FALSE,TRUE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"400","I0122","Elaphe_cantoris",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"401","FTB2827","Elaphe_hodgsoni",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"402","FTB2304","Elaphe_moellendorffi",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"403","FTB2306",NA,FALSE,FALSE,FALSE,"j.ympev.2017.03.017",NA,FALSE,"published","roguenarok"
"404","CHUNB52413","Oxybelis_aeneus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"405","GRCOLLI26736","Oxybelis_fulgidus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"406","FN253879","Oxybelis_wilsoni",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"407","RAB_00421","Oxyrhopus_formosus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"408","CHUNB45390","Oxyrhopus_guibei",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"409","UMMZ_245065","Oxyrhopus_melanogenys",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"410","BPN3573","Oxyrhopus_occipitalis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"411","UMMZ_245072","Oxyrhopus_petolarius",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"412","CHUNB56895","Oxyrhopus_rhombifer",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"413","CHUNB32133","Oxyrhopus_trigeminus",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"414","FTB2915","Pantherophis_bairdi",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"415","FTB2271","Pantherophis_emoryi",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"416","UMMZ_200304","Pantherophis_guttatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"417","FTB2167","Pantherophis_obsoletus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"418","FTB2945","Pantherophis_ramspotti",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"419","FTB2923","Pantherophis_slowinskii",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"420","FTB622","Pantherophis_spiloides",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"421","UMFS_10145","Pantherophis_vulpinus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"422","GRCOLLI24637","Phalotris_matogrossensis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"423","CHUNB50862","Phalotris_nasutus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"424","CHUNB50793","Philodryas_aestiva",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"425","CHUNB52406","Philodryas_agassizii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"426","CHUNB47072","Philodryas_argentea",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"427","CHUNB52154","Philodryas_nattereri",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"428","CHUNB52116","Philodryas_olfersii",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"429","CHUNB56862","Philodryas_patagoniensis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"430","CHUNB63649","Philodryas_psammophidea",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"431","CAS_168967","Philothamnus_battersbyi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"432","CAS_168833","Philothamnus_macrops",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"433","CHUNB52151","Phimophis_guerini",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"434","AMNH_R140943",NA,FALSE,FALSE,FALSE,"pyron_sqcl2",NA,FALSE,"new","roguenarok"
"435","TJC285","Phrynonax_poecilonotus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"436","CHUNB71126","Phrynonax_poecilonotus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"437","I-13525","Pituophis_catenifer",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",FALSE,"published","bad_quality"
"438","FTB2886","Pituophis_deppei",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"439","FTB2878","Pituophis_lineaticollis",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"440","UMFS_11511","Pituophis_catenifer",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"441","I0139_63","Pituophis_ruthveni",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"442","I0140_31",NA,FALSE,FALSE,FALSE,"j.ympev.2017.03.017",NA,FALSE,"published","roguenarok"
"443","MVZ_Herp_215696","Pliocercus_euryzonus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"444","TJC998",NA,FALSE,FALSE,TRUE,"pyron_sqcl2",NA,FALSE,"new","roguenarok"
"445","CHUNB73992","Pseudoboa_coronata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"446","CHUNB52134","Pseudoboa_neuwiedii",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"447","CHUNB52149","Pseudoboa_nigra",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"448","CHUNB53039","Pseudoeryx_plicatilis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"449","KU327215","Pseudorabdion_taylori",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"450","CAS245413","Pseudoxenodon_macrops",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"451","CHUNB65027","Psomophis_genimaculatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"452","CHUNB52071","Psomophis_joberti",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"453","MVZ_Herp_253587","Ptyas_dipsas",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"454","I0158",NA,FALSE,FALSE,FALSE,"j.ympev.2017.03.017",NA,FALSE,"published","roguenarok"
"455","CAS208434","Ptyas_mucosa",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"456","CAS_215105","Ptyas_nigromarginata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"457","FMNH266277","Rhabdophis_spilogaster",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"458","UMMZ_205993","Rhadinaea_flavilata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"459","MVZ_Herp_204129","Rhadinaea_pulveriventris",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"460","MVZ_Herp_144487","Rhadinaea_taeniata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"461","KU291133","Rhadinella_godmani",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"462","KU291245","Rhadinella_montecristi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"463","MVZ_Herp_245384","Rhamnophis_aethiopissa",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"464","CHUNB47086","Rhinobothryum_lentiginosum",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"465","FTB1948","Rhinocheilus_lecontei",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"466","CAS_228723","Rhynchocalamus_satunini",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"467","CHUNB52066","Rodriguesophis_iglesiasi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"468","MVZ_Herp_164789","Salvadora_intermedia",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"469","MVZ_Herp_233297","Scaphiodontophis_venustissimus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"470","UMMZ_209968","Scolecophis_atrocinctus",TRUE,TRUE,FALSE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"471","FTB2910","Senticolis_triaspis",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"472","CHUNB56842","Loxopholis_osvaldoi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"473","MVZ_Herp_215680","Sibon_anthracops",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"474","MVZ_Herp_215681","Sibon_longifrenis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"475","MVZ_Herp_263880","Sibon_merendonensis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"476","CHUNB52075","Dipsas_mikanii",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"477","CAS214081","Sibynophis_bistrigatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"478","RAP0491","Sibynophis_subpunctatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"479","CHUNB50247","Simophis_rhinostoma",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"480","CAS224485","Sinonatrix_yunnanensis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"481","CHUNB56716","Siphlophis_compressus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"482","UMMZ_210730","Sonora_semiannulata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"483","MVZ_Herp_248464","Spalerosophis_arenarius",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"484","CHUNB44202","Spilotes_pullatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"485","CHUNB73444","Spilotes_sulphureus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"486","SAMAR22597","Stegonotus_cucullatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"487","UMMZ_242526","Stegonotus_guentheri",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"488","KU310178","Stegonotus_muelleri",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"489","UMFS_11274","Storeria_dekayi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"490","UMMZ_205803","Storeria_occipitomaculata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"491","CAS238520",NA,FALSE,FALSE,FALSE,"j.ympev.2014.08.023",NA,FALSE,"published","roguenarok"
"492","CAS204799","Storeria_victa",FALSE,TRUE,FALSE,"zoj.12392","imputed",FALSE,"published","not_placed"
"493","MVZ175960","Symphimus_leucostomus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"494","KU197107","Synophis_calamitus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"495","GRCOLLI26711","Taeniophallus_occipitalis",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"496","FN256487","Tantilla_armillata",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"497","FTB2005","Tantilla_coronata",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"498","UMMZ_225397","Tantilla_hobartsmithi",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"499","FN253542","Tantilla_impensa",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"500","CHUNB52118","Tantilla_melanocephala",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"501","Tsp9","Tantilla_melanocephala",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"502","FN256027","Tantilla_vermiformis",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"503","MCZ_Herp_R184986","Telescopus_beetzi",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"504","MCZ38506","Telescopus_semiannulatus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"505","CHUNB61133","Thamnodynastes_hypoconia",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"506","CHUNB52599",NA,FALSE,FALSE,FALSE,"rablab_sqcl2",NA,FALSE,"new","bad_quality"
"507","CHUNB40670","Thamnodynastes_rutilus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"508","UMMZ_205026","Thamnophis_butleri",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"509","UMFS_10999","Thamnophis_saurita",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"510","UMMZ_239396",NA,FALSE,FALSE,TRUE,"rablab_sqcl2",NA,FALSE,"new","roguenarok"
"511","MVZ_Herp_252602","Thelotornis_kirtlandii",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"512","MVZ_Herp_253440","Thrasops_flavigularis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"513","MVZ_Herp_263860","Tretanorhinus_nigroluteus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"514","MVZ_Herp_164978","Trimorphodon_tau",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"515","TJC666","Tropidodipsas_fasciata",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"516","MVZ_Herp_143527","Tropidodipsas_fischeri",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"517","UMMZ_242530","Tropidonophis_aenigmaticus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"518","WAMR174085","Tropidonophis_mairii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"519","KU331736","Tropidonophis_negrosensis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"520","RS-J","Fowlea_asperrimus",TRUE,TRUE,TRUE,"pyron_sqcl2_2","genomic",TRUE,"new","inTopoConstraint"
"521","FK_2807","Xenochrophis_trianguligerus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"522","CHUNB52144","Xenodon_merremii",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"523","GRCOLLI26234","Xenodon_nattereri",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"524","CHUNB68346","Xenodon_rabdocephalus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"525","UMMZ_245078","Xenopholis_scalaris",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"526","RAB_00150","Xenopholis_scalaris",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"527","CHUNB71690","Xenopholis_undulatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"528","I0148",NA,FALSE,FALSE,FALSE,"j.ympev.2017.03.017",NA,FALSE,"published","roguenarok"
"529","I0149","Zamenis_lineatus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"530","FTB2895","Zamenis_longissimus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"531","I0151","Zamenis_persicus",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"532","FTB2917","Zamenis_scalaris",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"533","I0152","Zamenis_situla",TRUE,TRUE,FALSE,"j.ympev.2017.03.017","genomic",TRUE,"published","inTopoConstraint"
"534","CHUNB62191","Enyalius_capetinga",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"535","CHUNB62385","Stenocercus_squarrosus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"536","CHUNB68997","Polychrus_liogaster",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"537","WL_8961","Corytophanes_cristatus",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","not_placed"
"538","CHUNB71688","Bothrops_moojeni",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"539","TJC849","Laemanctus_serratus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",FALSE,"new","not_placed"
"540","TWR_0661","Crotaphytus_collaris",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genbank",FALSE,"published","bad_quality"
"541","TWR_1965",NA,FALSE,FALSE,FALSE,"10.1093/sysbio/syv058",NA,FALSE,"published","roguenarok"
"542","CHUNB73453","Anilius_scytale",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"543","CHUNB74034","Hoplocercus_spinosus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"544","CHUNB51972","Anolis_brasiliensis",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"545","MVZ_Herp_263983","Anolis_campbelli",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"546","anolis_carolinensis_2","Anolis_carolinensis",TRUE,TRUE,FALSE,"rsbl20170393","genomic",TRUE,"published","inTopoConstraint"
"547","GRCOLLI25188","Anolis_chrysolepis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"548","UMMZ_245027","Anolis_chrysolepis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","bad_quality"
"549","UMMZ_245025","Anolis_fuscoauratus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"550","GRCOLLI26899","Anolis_meridionalis",TRUE,TRUE,TRUE,"rablab_brazil","genomic",TRUE,"new","inTopoConstraint"
"551","MCZ_Herp_R194261","Anolis_nelsoni",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"552","TJS_222","Anolis_olssoni",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"553","CHUNB58069","Anolis_ortonii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"554","UMMZ_245021","Anolis_osa",FALSE,TRUE,TRUE,"rablab_sqcl2","imputed",FALSE,"new","not_placed"
"555","DWCT_R228",NA,FALSE,FALSE,FALSE,"10.1016/j.ympev.2016.04.015",NA,FALSE,"published","roguenarok"
"556","FK_2626","Pareas_nuchalis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"557","MCZ_Herp_R190757","Anolis_rimarum",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"558","TJC755","Anolis_rodriguezii",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"559","MCZ_Herp_R190775","Anolis_rupinae",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"560","JJK_1454","Anolis_sagrei",TRUE,TRUE,FALSE,"10.1093/sysbio/syv058","genomic",TRUE,"published","inTopoConstraint"
"561","MVZ_Herp_204055","Anolis_tropidolepis",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"562","MZFC22828",NA,FALSE,FALSE,FALSE,"rsbl20170393",NA,FALSE,"published","bad_quality"
"563","FK_3026","Xenopeltis_unicolor",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",FALSE,"new","not_placed"
"564","SAMAR50436","Amalosia_lesueurii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"565","NTMR22764","Amalosia_rhombifer",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"566","CCM3302","Crenadactylus_naso",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"567","CUMV_14335_Di_cons","Diplodactylus_conspicillatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"568","UMMZ_244229_di_gran","Diplodactylus_granariensis",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"569","UMMZ_244232_di_pulc","Diplodactylus_pulcher",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"570","SAMAR23034","Hesperoedura_reticulata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"571","WAMR_151225_Lu_main","Lucasium_maini",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"572","FK_3102","Hydrophis_platurus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"573","UMMZ_242582_Lu_sten","Lucasium_stenodactylum",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"574","ABTC3938","Nebulifera_robusta",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"575","CCM5974","Oedura_luritja",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"576","R37277","Oedura_marmorata",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"577","UMMZ_244254_rh_orna","Rhynchoedura_ornata",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"578","CUMV_14298_St_cili","Strophurus_ciliaris",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"579","UMMZ_244257_st_elde","Strophurus_elderi",TRUE,TRUE,TRUE,"rablab_rapid","genomic",TRUE,"new","inTopoConstraint"
"580","CUMV_14279_St_well","Strophurus_wellingtonae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"581","CHUNB22726","Gonatodes_humeralis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"582","FMNH230175","Gonocephalus_abbotti",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"583","MCZ_Herp_R193420","Celestus_sepsoides",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"584","MCZ_Herp_R190694","Celestus_stenurus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"585","GRCOLLI22330","Diploglossus_lessonae",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"586","CHUNB26103","Ophiodes_striatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"587","NTMR17880","Acanthophis_antarcticus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"588","NTMR17781","Aipysurus_duboisii",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"589","CAS_223956","Aspidelaps_lubricus",TRUE,TRUE,TRUE,"pyron_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"590","UMMZ_242532","Aspidomorphus_lineaticollis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"591","SAMAR19835","Austrelaps_superbus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"592","SAMAR52492","Brachyurophis_australis",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
"593","UMMZ_244194_br_fasc","Brachyurophis_fasciolatus",TRUE,TRUE,TRUE,"rablab_sqcl2","genomic",TRUE,"new","inTopoConstraint"
