sample,species,repDBtaxon,RepDBnotes,remainsUncertain,manualMatch,manualNotes
CUMV_14262_Mo_butl,Morethia_butleri,Morethia butleri,exact mapping via accepted,FALSE,,
UMMZ_244393_mo_line,Morethia_lineoocellata,Morethia lineoocellata,exact mapping via accepted,FALSE,,
UMMZ_244401_mo_rufi,Morethia_ruficauda,Morethia ruficauda,exact mapping via accepted,FALSE,,
MVZ_163062,Morunasaurus_annularis,Morunasaurus annularis,exact mapping via accepted,FALSE,,
CHUNB41755,Mussurana_quimi,Mussurana quimi,exact mapping via accepted,FALSE,,
SAMAR24823,Myron_richardsonii,Myron richardsonii,exact mapping via accepted,FALSE,,
SAMAR55841,Nactus_cheverti,Nactus cheverti,exact mapping via accepted,FALSE,,
ABTC136604,Nactus_kunan,Nactus kunan,exact mapping via accepted,FALSE,,
ABTC136842,Nactus_pelagicus,Nactus pelagicus,exact mapping via accepted,FALSE,,
CAS_223962,Namibiana_labialis,Namibiana labialis,exact mapping via accepted,FALSE,,
CAS_253490,Natriciteres_fuliginoides,Natriciteres fuliginoides,exact mapping via accepted,FALSE,,
ABTC3938,Nebulifera_robusta,Nebulifera robusta,exact mapping via accepted,FALSE,,
UMMZ_244247_ne_levi,Nephrurus_levis,Nephrurus levis,exact mapping via accepted,FALSE,,
CUMV_14291_Ne_vert,Nephrurus_vertebralis,Nephrurus vertebralis,exact mapping via accepted,FALSE,,
UMMZ_205025,Nerodia_sipedon,Nerodia sipedon,exact mapping via accepted,FALSE,,
CHUNB57190,Neusticurus_bicarinatus,Neusticurus bicarinatus,exact mapping via accepted,FALSE,,
TJC1208,Ninia_diademata,Ninia diademata,exact mapping via accepted,FALSE,,
MVZ_Herp_204114,Ninia_psephota,Ninia psephota,exact mapping via accepted,FALSE,,
TJC827,Ninia_sebae,Ninia sebae,exact mapping via accepted,FALSE,,
SAMAR31329,Notechis_scutatus,Notechis scutatus,exact mapping via accepted,FALSE,,
GRCOLLI26598,Notomabuya_frenata,Notomabuya frenata,exact mapping via accepted,FALSE,,
UMMZ_242683_No_orna,Notoscincus_ornatus,Notoscincus ornatus,exact mapping via accepted,FALSE,,
CCM5974,Oedura_luritja,Oedura luritja,exact mapping via accepted,FALSE,,
CAS_216636,Oligodon_albocinctus,Oligodon albocinctus,exact mapping via accepted,FALSE,,
RAP0483,Oligodon_arnensis,Oligodon arnensis,exact mapping via accepted,FALSE,,
RS-OC,Oligodon_calamarius,Oligodon calamarius,exact mapping via accepted,FALSE,,
FMNH255565,Oligodon_catenatus,Oligodon catenatus,exact mapping via accepted,FALSE,,
CAS_233295,Oligodon_dorsalis,Oligodon dorsalis,exact mapping via accepted,FALSE,,
CAS_221086,Oligodon_mcdougalli,Oligodon mcdougalli,exact mapping via accepted,FALSE,,
UMMZ_201913,Oligodon_octolineatus,Oligodon octolineatus,exact mapping via accepted,FALSE,,
RAP0504,Oligodon_sublineatus,Oligodon sublineatus,exact mapping via accepted,FALSE,,
RS-136,Oligodon_taeniolatus,Oligodon taeniolatus,exact mapping via accepted,FALSE,,
MVZ_Herp_268499,Oligodon_waandersi,Oligodon waandersi,exact mapping via accepted,FALSE,,
SAMAR52131,Oligosoma_lichenigera,Oligosoma lichenigera,exact mapping via accepted,FALSE,,
I0119,Oocatochus_rufodorsatus,Oocatochus rufodorsatus,exact mapping via accepted,FALSE,,
TJC160,Opheodrys_aestivus,Opheodrys aestivus,exact mapping via accepted,FALSE,,
UMMZ_239370,Opheodrys_vernalis,Opheodrys vernalis,exact mapping via accepted,FALSE,,
CHUNB26103,Ophiodes_striatus,Ophiodes striatus,exact mapping via accepted,FALSE,,
MVZ248453,Ophiomorus_raithmai,Ophiomorus raithmai,exact mapping via accepted,FALSE,,
NA_ABTC32202_Op_ophi,Ophioscincus_ophioscincus,Ophioscincus ophioscincus,exact mapping via accepted,FALSE,,
QMJ_46127_Op_trun,Ophioscincus_truncatus,Ophioscincus truncatus,exact mapping via accepted,FALSE,,
FMNH252009,Opisthotropis_daovantieni,Opisthotropis daovantieni,exact mapping via accepted,FALSE,,
MVZ_Herp_226568,Opisthotropis_jacobi,Opisthotropis jacobi,exact mapping via accepted,FALSE,,
CHUNB52413,Oxybelis_aeneus,Oxybelis aeneus,exact mapping via accepted,FALSE,,
GRCOLLI26736,Oxybelis_fulgidus,Oxybelis fulgidus,exact mapping via accepted,FALSE,,
FN253879,Oxybelis_wilsoni,Oxybelis wilsoni,exact mapping via accepted,FALSE,,
RAB_00421,Oxyrhopus_formosus,Oxyrhopus formosus,exact mapping via accepted,FALSE,,
CHUNB45390,Oxyrhopus_guibei,Oxyrhopus guibei,exact mapping via accepted,FALSE,,
BPN3573,Oxyrhopus_occipitalis,Oxyrhopus occipitalis,exact mapping via accepted,FALSE,,
UMMZ_245072,Oxyrhopus_petolarius,Oxyrhopus petolarius,exact mapping via accepted,FALSE,,
CHUNB56895,Oxyrhopus_rhombifer,Oxyrhopus rhombifer,exact mapping via accepted,FALSE,,
SAMAR20583,Oxyuranus_microlepidotus,Oxyuranus microlepidotus,exact mapping via accepted,FALSE,,
FTB2915,Pantherophis_bairdi,Pantherophis bairdi,exact mapping via accepted,FALSE,,
FTB2271,Pantherophis_emoryi,Pantherophis emoryi,exact mapping via accepted,FALSE,,
UMMZ_200304,Pantherophis_guttatus,Pantherophis guttatus,exact mapping via accepted,FALSE,,
FTB2945,Pantherophis_ramspotti,Pantherophis ramspotti,exact mapping via accepted,FALSE,,
FTB2923,Pantherophis_slowinskii,Pantherophis slowinskii,exact mapping via accepted,FALSE,,
FTB622,Pantherophis_spiloides,Pantherophis spiloides,exact mapping via accepted,FALSE,,
UMFS_10145,Pantherophis_vulpinus,Pantherophis vulpinus,exact mapping via accepted,FALSE,,
RAX8049,Parastenophis_betsileanus,Parastenophis betsileanus,exact mapping via accepted,FALSE,,
CAS_254647,Parasuta_gouldii,Parasuta gouldii,exact mapping via accepted,FALSE,,
FMNH_255567,Pareas_hamptoni,Pareas hamptoni,exact mapping via accepted,FALSE,,
FK_2626,Pareas_nuchalis,Pareas nuchalis,exact mapping via accepted,FALSE,,
WAMR124882,Paroplocephalus_atriceps,Paroplocephalus atriceps,exact mapping via accepted,FALSE,,
MVZ161183,Petrosaurus_thalassinus,Petrosaurus thalassinus,exact mapping via accepted,FALSE,,
GRCOLLI24637,Phalotris_matogrossensis,Phalotris matogrossensis,exact mapping via accepted,FALSE,,
CHUNB50862,Phalotris_nasutus,Phalotris nasutus,exact mapping via accepted,FALSE,,
CHUNB50793,Philodryas_aestiva,Philodryas aestiva,exact mapping via accepted,FALSE,,
CHUNB52406,Philodryas_agassizii,Philodryas agassizii,exact mapping via accepted,FALSE,,
CHUNB47072,Philodryas_argentea,Philodryas argentea,exact mapping via accepted,FALSE,,
CHUNB52154,Philodryas_nattereri,Philodryas nattereri,exact mapping via accepted,FALSE,,
CHUNB52116,Philodryas_olfersii,Philodryas olfersii,exact mapping via accepted,FALSE,,
CHUNB56862,Philodryas_patagoniensis,Philodryas patagoniensis,exact mapping via accepted,FALSE,,
CHUNB63649,Philodryas_psammophidea,Philodryas psammophidea,exact mapping via accepted,FALSE,,
CAS_168833,Philothamnus_macrops,Philothamnus macrops,exact mapping via accepted,FALSE,,
CHUNB52151,Phimophis_guerini,Phimophis guerini,exact mapping via accepted,FALSE,,
RAX9843,Phisalixella_tulearensis,Phisalixella tulearensis,exact mapping via accepted,FALSE,,
CAS228621,Pholidobolus_macbrydei,Pholidobolus macbrydei,exact mapping via accepted,FALSE,,
SBH172879,Pholidoscelis_auberi,Pholidoscelis auberi,exact mapping via accepted,FALSE,,
SBH266428,Pholidoscelis_corax,Pholidoscelis corax,exact mapping via accepted,FALSE,,
SBH194921,Pholidoscelis_dorsalis,Pholidoscelis dorsalis,exact mapping via accepted,FALSE,,
SBH190726,Pholidoscelis_exsul,Pholidoscelis exsul,exact mapping via accepted,FALSE,,
SBH192785,Pholidoscelis_griswoldi,Pholidoscelis griswoldi,exact mapping via accepted,FALSE,,
SBH192970,Pholidoscelis_maynardi,Pholidoscelis maynardi,exact mapping via accepted,FALSE,,
SBH266002,Pholidoscelis_plei,Pholidoscelis plei,exact mapping via accepted,FALSE,,
SBH190731,Pholidoscelis_wetmorei,Pholidoscelis wetmorei,exact mapping via accepted,FALSE,,
CAS_232112,Phrynocephalus_luteoguttatus,Phrynocephalus luteoguttatus,exact mapping via accepted,FALSE,,
TJC285,Phrynonax_poecilonotus,Phrynonax poecilonotus,exact mapping via accepted,FALSE,,
CHUNB71126,Phrynonax_poecilonotus,Phrynonax poecilonotus,exact mapping via accepted,FALSE,,
phrynosoma_asio,Phrynosoma_asio,Phrynosoma asio,exact mapping via accepted,FALSE,,
phrynosoma_blainvillii,Phrynosoma_blainvillii,Phrynosoma blainvillii,exact mapping via accepted,FALSE,,
phrynosoma_braconnieri,Phrynosoma_braconnieri,Phrynosoma braconnieri,exact mapping via accepted,FALSE,,
phrynosoma_cerroense,Phrynosoma_cerroense,Phrynosoma cerroense,exact mapping via accepted,FALSE,,
phrynosoma_ditmarsi,Phrynosoma_ditmarsi,Phrynosoma ditmarsi,exact mapping via accepted,FALSE,,
phrynosoma_goodei,Phrynosoma_goodei,Phrynosoma goodei,exact mapping via accepted,FALSE,,
phrynosoma_hernandesi,Phrynosoma_hernandesi,Phrynosoma hernandesi,exact mapping via accepted,FALSE,,
phrynosoma_modestum,Phrynosoma_modestum,Phrynosoma modestum,exact mapping via accepted,FALSE,,
phrynosoma_obiculare,Phrynosoma_orbiculare,Phrynosoma orbiculare,exact mapping via accepted,FALSE,,
MZFC28101,Phrynosoma_sherbrookei,Phrynosoma sherbrookei,exact mapping via accepted,FALSE,,
phrynosoma_taurus,Phrynosoma_taurus,Phrynosoma taurus,exact mapping via accepted,FALSE,,
CHUNB50461,Phyllopezus_lutzae,Phyllopezus lutzae,exact mapping via accepted,FALSE,,
CHUNB56581,Phyllopezus_periosus,Phyllopezus periosus,exact mapping via accepted,FALSE,,
QMJ64406,Phyllurus_amnicola,Phyllurus amnicola,exact mapping via accepted,FALSE,,
ABTC51012,Phyllurus_platurus,Phyllurus platurus,exact mapping via accepted,FALSE,,
SDSU_1648,Phymaturus_somuncurensis,Phymaturus somuncurensis,exact mapping via accepted,FALSE,,
MVZ226496,Physignathus_cocincinus,Physignathus cocincinus,exact mapping via accepted,FALSE,,
FTB2878,Pituophis_lineaticollis,Pituophis lineaticollis,exact mapping via accepted,FALSE,,
I0139_63,Pituophis_ruthveni,Pituophis ruthveni,exact mapping via accepted,FALSE,,
MX44,Plestiodon_bilineatus,Plestiodon bilineatus,exact mapping via accepted,FALSE,,
MXH17,Plestiodon_copei,Plestiodon copei,exact mapping via accepted,FALSE,,
MXH11,Plestiodon_dicei,Plestiodon dicei,exact mapping via accepted,FALSE,,
MXH3,Plestiodon_dugesii,Plestiodon dugesii,exact mapping via accepted,FALSE,,
SDSU3836,Plestiodon_fasciatus,Plestiodon fasciatus,exact mapping via accepted,FALSE,,
MX43,Plestiodon_lynxe,Plestiodon lynxe,exact mapping via accepted,FALSE,,
MXH27,Plestiodon_ochoterenae,Plestiodon ochoterenae,exact mapping via accepted,FALSE,,
MXH189,Plestiodon_parvulus,Plestiodon parvulus,exact mapping via accepted,FALSE,,
UMMZ_239412,Plestiodon_skiltonianus,Plestiodon skiltonianus,exact mapping via accepted,FALSE,,
MXH29,Plestiodon_sumichrasti,Plestiodon sumichrasti,exact mapping via accepted,FALSE,,
MXH44,Plestiodon_tetragrammus,Plestiodon tetragrammus,exact mapping via accepted,FALSE,,
CHUNB38615,Plica_plica,Plica plica,exact mapping via accepted,FALSE,,
CHUNB32324,Plica_umbra,Plica umbra,exact mapping via accepted,FALSE,,
MVZ_Herp_215696,Pliocercus_euryzonus,Pliocercus euryzonus,exact mapping via accepted,FALSE,,
CHUNB11470,Polychrus_acutirostris,Polychrus acutirostris,exact mapping via accepted,FALSE,,
CHUNB38613,Potamites_ecpleopus,Potamites ecpleopus,exact mapping via accepted,FALSE,,
TWR_Pr_t,Pristidactylus_torquatus,Pristidactylus torquatus,exact mapping via accepted,FALSE,,
CUMV_14271_Pr_regi,Proablepharus_reginae,Proablepharus reginae,exact mapping via accepted,FALSE,,
CCM2474,Proablepharus_tenuis,Proablepharus tenuis,exact mapping via accepted,FALSE,,
CHUNB58334,Procellosaurinus_erythrocercus,Procellosaurinus erythrocercus,exact mapping via accepted,FALSE,,
SMG_5774,Proscelotes_eggeli,Proscelotes eggeli,exact mapping via accepted,FALSE,,
PEM_R17431,Prosymna_bivittata,Prosymna bivittata,exact mapping via accepted,FALSE,,
CAS_232085,Psammophis_leithii,Psammophis leithii,exact mapping via accepted,FALSE,,
UMMZ_244195_ps_aust,Pseudechis_australis,Pseudechis australis,exact mapping via accepted,FALSE,,
NMVD59883,Pseudemoia_entrecasteauxii,Pseudemoia entrecasteauxii,exact mapping via accepted,FALSE,,
CHUNB73992,Pseudoboa_coronata,Pseudoboa coronata,exact mapping via accepted,FALSE,,
CHUNB52134,Pseudoboa_neuwiedii,Pseudoboa neuwiedii,exact mapping via accepted,FALSE,,
CHUNB52149,Pseudoboa_nigra,Pseudoboa nigra,exact mapping via accepted,FALSE,,
lsuhc10285,Pseudocalotes_larutensis,Pseudocalotes larutensis,exact mapping via accepted,FALSE,,
FMNH258710,Pseudocalotes_microlepis,Pseudocalotes microlepis,exact mapping via accepted,FALSE,,
CHUNB53039,Pseudoeryx_plicatilis,Pseudoeryx plicatilis,exact mapping via accepted,FALSE,,
UMMZ_245019,Pseudogonatodes_guianensis,Pseudogonatodes guianensis,exact mapping via accepted,FALSE,,
UMMZ_244196_ps_meng,Pseudonaja_mengdeni,Pseudonaja mengdeni,exact mapping via accepted,FALSE,,
CUMV_14294_Ps_mode,Pseudonaja_modesta,Pseudonaja modesta,exact mapping via accepted,FALSE,,
UMFS_11782,Pseudopus_apodus,Pseudopus apodus,exact mapping via accepted,FALSE,,
KU327215,Pseudorabdion_taylori,Pseudorabdion taylori,exact mapping via accepted,FALSE,,
QMJ57120,Pseudothecadactylus_australis,Pseudothecadactylus australis,exact mapping via accepted,FALSE,,
CAS_227583,Pseudotrapelus_dhofarensis,Pseudotrapelus dhofarensis,exact mapping via accepted,FALSE,,
CAS_225340,Pseudotrapelus_jensvindumi,Pseudotrapelus jensvindumi,exact mapping via accepted,FALSE,,
CAS245413,Pseudoxenodon_macrops,Pseudoxenodon macrops,exact mapping via accepted,FALSE,,
CAS245413,Pseudoxenodon_macrops,Pseudoxenodon macrops,exact mapping via accepted,FALSE,,
UMMZ_200061,Pseudoxyrhopus_ambreensis,Pseudoxyrhopus ambreensis,exact mapping via accepted,FALSE,,
RAX5272,Pseudoxyrhopus_microps,Pseudoxyrhopus microps,exact mapping via accepted,FALSE,,
CHUNB65027,Psomophis_genimaculatus,Psomophis genimaculatus,exact mapping via accepted,FALSE,,
CHUNB52071,Psomophis_joberti,Psomophis joberti,exact mapping via accepted,FALSE,,
MVZ_Herp_226810,Ptenopus_garrulus,Ptenopus garrulus,exact mapping via accepted,FALSE,,
MVZ_Herp_253587,Ptyas_dipsas,Ptyas dipsas,exact mapping via accepted,FALSE,,
CAS208434,Ptyas_mucosa,Ptyas mucosa,exact mapping via accepted,FALSE,,
CAS_215105,Ptyas_nigromarginata,Ptyas nigromarginata,exact mapping via accepted,FALSE,,
UMMZ_245044,Ptychoglossus_brevifrontalis,Ptychoglossus brevifrontalis,exact mapping via accepted,FALSE,,
MVZ_Herp_207360,Ptychoglossus_plicatus,Ptychoglossus plicatus,exact mapping via accepted,FALSE,,
cas220561,Ptyctolaemus_collicristatus,Ptyctolaemus collicristatus,exact mapping via accepted,FALSE,,
cas221296,Ptyctolaemus_gularis,Ptyctolaemus gularis,exact mapping via accepted,FALSE,,
UMFS_5617,Python_regius,Python regius,exact mapping via accepted,FALSE,,
FMNH266277,Rhabdophis_spilogaster,Rhabdophis spilogaster,exact mapping via accepted,FALSE,,
UMMZ_205993,Rhadinaea_flavilata,Rhadinaea flavilata,exact mapping via accepted,FALSE,,
MVZ_Herp_204129,Rhadinaea_pulveriventris,Rhadinaea pulveriventris,exact mapping via accepted,FALSE,,
MVZ_Herp_144487,Rhadinaea_taeniata,Rhadinaea taeniata,exact mapping via accepted,FALSE,,
KU291133,Rhadinella_godmani,Rhadinella godmani,exact mapping via accepted,FALSE,,
KU291245,Rhadinella_montecristi,Rhadinella montecristi,exact mapping via accepted,FALSE,,
MVZ_Herp_245384,Rhamnophis_aethiopissa,Rhamnophis aethiopissa,exact mapping via accepted,FALSE,,
8_26,Rhamphiophis_rubropunctatus,Rhamphiophis rubropunctatus,exact mapping via accepted,FALSE,,
CAS195955,Rhineura_floridana,Rhineura floridana,exact mapping via accepted,FALSE,,
CHUNB47086,Rhinobothryum_lentiginosum,Rhinobothryum lentiginosum,exact mapping via accepted,FALSE,,
RS-N,Rhinophis_blythii,Rhinophis blythii,exact mapping via accepted,FALSE,,
RAP0431,Rhinophis_erangaviraji,Rhinophis erangaviraji,exact mapping via accepted,FALSE,,
RAP0509,Rhinophis_homolepis,Rhinophis homolepis,exact mapping via accepted,FALSE,,
RS-140,Rhinophis_saffragamus,Rhinophis saffragamus,exact mapping via accepted,FALSE,,
CAS_223976,Rhinotyphlops_lalandei,Rhinotyphlops lalandei,exact mapping via accepted,FALSE,,
MCZ_Herp_R184998,Rhinotyphlops_schinzi,Rhinotyphlops schinzi,exact mapping via accepted,FALSE,,
UMMZ_244254_rh_orna,Rhynchoedura_ornata,Rhynchoedura ornata,exact mapping via accepted,FALSE,,
CHUNB52066,Rodriguesophis_iglesiasi,Rodriguesophis iglesiasi,exact mapping via accepted,FALSE,,
SAMAR_32533_Sa_equa,Saiphos_equalis,Saiphos equalis,exact mapping via accepted,FALSE,,
AF12849_1,Salea_horsfieldii,Salea horsfieldii,exact mapping via accepted,FALSE,,
SAMAR33647,Saltuarius_cornutus,Saltuarius cornutus,exact mapping via accepted,FALSE,,
SAMAR33647,Saltuarius_cornutus,Saltuarius cornutus,exact mapping via accepted,FALSE,,
SAMAR29205,Saltuarius_swaini,Saltuarius swaini,exact mapping via accepted,FALSE,,
MVZ_Herp_164789,Salvadora_intermedia,Salvadora intermedia,exact mapping via accepted,FALSE,,
I0463_Salvator_merianae,Salvator_merianae,Salvator merianae,exact mapping via accepted,FALSE,,
SEW6684,Saproscincus_lewisi,Saproscincus lewisi,exact mapping via accepted,FALSE,,
ND246,Saproscincus_spectabilis,Saproscincus spectabilis,exact mapping via accepted,FALSE,,
SEW7669,Saproscincus_tetradactylus,Saproscincus tetradactylus,exact mapping via accepted,FALSE,,
TWR_1147,Sauromalus_ater,Sauromalus ater,exact mapping via accepted,FALSE,,
MVZ_Herp_233297,Scaphiodontophis_venustissimus,Scaphiodontophis venustissimus,exact mapping via accepted,FALSE,,
sceloporus_bicanthalis,Sceloporus_bicanthalis,Sceloporus bicanthalis,exact mapping via accepted,FALSE,,
CAS_221870,Scincella_punctatolineata,Scincella punctatolineata,exact mapping via accepted,FALSE,,
CAS_220628,Scincella_victoriana,Scincella victoriana,exact mapping via accepted,FALSE,,
UMMZ_209968,Scolecophis_atrocinctus,Scolecophis atrocinctus,exact mapping via accepted,FALSE,,
FTB2910,Senticolis_triaspis,Senticolis triaspis,exact mapping via accepted,FALSE,,
UMFS_10293,Shinisaurus_crocodilurus,Shinisaurus crocodilurus,exact mapping via accepted,FALSE,,
CHUNB45354,Siagonodon_septemstriatus,Siagonodon septemstriatus,exact mapping via accepted,FALSE,,
MVZ_Herp_269290,Sibon_annulatus,Sibon annulatus,exact mapping via accepted,FALSE,,
MVZ_Herp_215680,Sibon_anthracops,Sibon anthracops,exact mapping via accepted,FALSE,,
MVZ_Herp_215681,Sibon_longifrenis,Sibon longifrenis,exact mapping via accepted,FALSE,,
MVZ_Herp_263880,Sibon_merendonensis,Sibon merendonensis,exact mapping via accepted,FALSE,,
CAS214081,Sibynophis_bistrigatus,Sibynophis bistrigatus,exact mapping via accepted,FALSE,,
CAS214081,Sibynophis_bistrigatus,Sibynophis bistrigatus,exact mapping via accepted,FALSE,,
RAP0491,Sibynophis_subpunctatus,Sibynophis subpunctatus,exact mapping via accepted,FALSE,,
UMMZ_227959,Simalia_amethistina,Simalia amethistina,exact mapping via accepted,FALSE,,
UMMZ_225444,Simalia_boeleni,Simalia boeleni,exact mapping via accepted,FALSE,,
UMMZ_227831,Simalia_nauta,Simalia nauta,exact mapping via accepted,FALSE,,
UMMZ_225575,Simalia_tracyae,Simalia tracyae,exact mapping via accepted,FALSE,,
CHUNB50247,Simophis_rhinostoma,Simophis rhinostoma,exact mapping via accepted,FALSE,,
CHUNB50247,Simophis_rhinostoma,Simophis rhinostoma,exact mapping via accepted,FALSE,,
CUMV_14290_Si_anom,Simoselaps_anomalus,Simoselaps anomalus,exact mapping via accepted,FALSE,,
UMMZ_244197_si_bert,Simoselaps_bertholdi,Simoselaps bertholdi,exact mapping via accepted,FALSE,,
SAMAR61174,Simoselaps_bimaculatus,Simoselaps bimaculatus,exact mapping via accepted,FALSE,,
CAS224485,Sinonatrix_yunnanensis,Sinonatrix yunnanensis,exact mapping via accepted,FALSE,,
CHUNB56716,Siphlophis_compressus,Siphlophis compressus,exact mapping via accepted,FALSE,,
SDSU4354,Smaug_mossambicus,Smaug mossambicus,exact mapping via accepted,FALSE,,
MVZ_Herp_248464,Spalerosophis_arenarius,Spalerosophis arenarius,exact mapping via accepted,FALSE,,
MCZ_Herp_R189900,Sphaerodactylus_ruibali,Sphaerodactylus ruibali,exact mapping via accepted,FALSE,,
UMMZ_242496,Sphenomorphus_aignanus,Sphenomorphus aignanus,exact mapping via accepted,FALSE,,
AMNH_R153698,Sphenomorphus_cryptotis,Sphenomorphus cryptotis,exact mapping via accepted,FALSE,,
UMMZ_202015,Sphenomorphus_cyanolaemus,Sphenomorphus cyanolaemus,exact mapping via accepted,FALSE,,
UMMZ_190536,Sphenomorphus_indicus,Sphenomorphus indicus,exact mapping via accepted,FALSE,,
UMMZ_242506,Sphenomorphus_jobiensis,Sphenomorphus jobiensis,exact mapping via accepted,FALSE,,
UMMZ_242511,Sphenomorphus_minutus,Sphenomorphus minutus,exact mapping via accepted,FALSE,,
UMFS_11369,Sphenomorphus_muelleri,Sphenomorphus muelleri,exact mapping via accepted,FALSE,,
MVZ_Herp_256140,Sphenomorphus_tropidonotus,Sphenomorphus tropidonotus,exact mapping via accepted,FALSE,,
CHUNB73444,Spilotes_sulphureus,Spilotes sulphureus,exact mapping via accepted,FALSE,,
SAMAR22597,Stegonotus_cucullatus,Stegonotus cucullatus,exact mapping via accepted,FALSE,,
UMMZ_242526,Stegonotus_guentheri,Stegonotus guentheri,exact mapping via accepted,FALSE,,
KU310178,Stegonotus_muelleri,Stegonotus muelleri,exact mapping via accepted,FALSE,,
CHUNB37268,Stenocercus_dumerilii,Stenocercus dumerilii,exact mapping via accepted,FALSE,,
CHUNB51317,Stenocercus_quinarius,Stenocercus quinarius,exact mapping via accepted,FALSE,,
CHUNB51317,Stenocercus_quinarius,Stenocercus quinarius,exact mapping via accepted,FALSE,,
GRCOLLI25706,Stenocercus_roseiventris,Stenocercus roseiventris,exact mapping via accepted,FALSE,,
CHUNB62385,Stenocercus_squarrosus,Stenocercus squarrosus,exact mapping via accepted,FALSE,,
UMMZ_205803,Storeria_occipitomaculata,Storeria occipitomaculata,exact mapping via accepted,FALSE,,
CAS204799,Storeria_victa,Storeria victa,exact mapping via accepted,FALSE,,
CAS204799,Storeria_victa,Storeria victa,exact mapping via accepted,FALSE,,
CUMV_14298_St_cili,Strophurus_ciliaris,Strophurus ciliaris,exact mapping via accepted,FALSE,,
UMMZ_244257_st_elde,Strophurus_elderi,Strophurus elderi,exact mapping via accepted,FALSE,,
CUMV_14279_St_well,Strophurus_wellingtonae,Strophurus wellingtonae,exact mapping via accepted,FALSE,,
UMMZ_242701_Su_punc,Suta_punctata,Suta punctata,exact mapping via accepted,FALSE,,
MVZ175960,Symphimus_leucostomus,Symphimus leucostomus,exact mapping via accepted,FALSE,,
KU197107,Synophis_calamitus,Synophis calamitus,exact mapping via accepted,FALSE,,
FN256487,Tantilla_armillata,Tantilla armillata,exact mapping via accepted,FALSE,,
FTB2005,Tantilla_coronata,Tantilla coronata,exact mapping via accepted,FALSE,,
UMMZ_225397,Tantilla_hobartsmithi,Tantilla hobartsmithi,exact mapping via accepted,FALSE,,
FN253542,Tantilla_impensa,Tantilla impensa,exact mapping via accepted,FALSE,,
CHUNB52118,Tantilla_melanocephala,Tantilla melanocephala,exact mapping via accepted,FALSE,,
FN256027,Tantilla_vermiformis,Tantilla vermiformis,exact mapping via accepted,FALSE,,
MCZ_Herp_R189902,Tarentola_crombiei,Tarentola crombiei,exact mapping via accepted,FALSE,,
I0874_Teius_oculatus,Teius_oculatus,Teius oculatus,exact mapping via accepted,FALSE,,
LJAMM-CNP13995,Teius_suquiensis,Teius suquiensis,exact mapping via accepted,FALSE,,
MCZ38506,Telescopus_semiannulatus,Telescopus semiannulatus,exact mapping via accepted,FALSE,,
CHUNB61133,Thamnodynastes_hypoconia,Thamnodynastes hypoconia,exact mapping via accepted,FALSE,,
CHUNB40670,Thamnodynastes_rutilus,Thamnodynastes rutilus,exact mapping via accepted,FALSE,,
UMMZ_205026,Thamnophis_butleri,Thamnophis butleri,exact mapping via accepted,FALSE,,
RAX11773,Thamnosophis_lateralis,Thamnosophis lateralis,exact mapping via accepted,FALSE,,
UMMZ_245020,Thecadactylus_solimoensis,Thecadactylus solimoensis,exact mapping via accepted,FALSE,,
MVZ_Herp_252602,Thelotornis_kirtlandii,Thelotornis kirtlandii,exact mapping via accepted,FALSE,,
MVZ_Herp_253440,Thrasops_flavigularis,Thrasops flavigularis,exact mapping via accepted,FALSE,,
UMMZ_244405_ti_mult,Tiliqua_multifasciata,Tiliqua multifasciata,exact mapping via accepted,FALSE,,
UMMZ_244408_ti_occi,Tiliqua_occipitalis,Tiliqua occipitalis,exact mapping via accepted,FALSE,,
UMMZ_244409_ti_rugo,Tiliqua_rugosa,Tiliqua rugosa,exact mapping via accepted,FALSE,,
UMMZ_229268,Trachyboa_boulengeri,Trachyboa boulengeri,exact mapping via accepted,FALSE,,
MVZ_Herp_263860,Tretanorhinus_nigroluteus,Tretanorhinus nigroluteus,exact mapping via accepted,FALSE,,
CHUNB32340,Tretioscincus_oriximinensis,Tretioscincus oriximinensis,exact mapping via accepted,FALSE,,
CHUNB52064,Trilepida_brasiliensis,Trilepida brasiliensis,exact mapping via accepted,FALSE,,
CHUNB46211,Trilepida_dimidiata,Trilepida dimidiata,exact mapping via accepted,FALSE,,
CHUNB62461,Trilepida_koppesi,Trilepida koppesi,exact mapping via accepted,FALSE,,
RAP0453,Trimeresurus_trigonocephalus,Trimeresurus trigonocephalus,exact mapping via accepted,FALSE,,
MVZ_Herp_164978,Trimorphodon_tau,Trimorphodon tau,exact mapping via accepted,FALSE,,
TJC666,Tropidodipsas_fasciata,Tropidodipsas fasciata,exact mapping via accepted,FALSE,,
MVZ_Herp_143527,Tropidodipsas_fischeri,Tropidodipsas fischeri,exact mapping via accepted,FALSE,,
UMMZ_242530,Tropidonophis_aenigmaticus,Tropidonophis aenigmaticus,exact mapping via accepted,FALSE,,
WAMR174085,Tropidonophis_mairii,Tropidonophis mairii,exact mapping via accepted,FALSE,,
KU331736,Tropidonophis_negrosensis,Tropidonophis negrosensis,exact mapping via accepted,FALSE,,
FK_2942,Tropidophorus_brookei,Tropidophorus brookei,exact mapping via accepted,FALSE,,
CHUNB58570,Tropidurus_etheridgei,Tropidurus etheridgei,exact mapping via accepted,FALSE,,
CHUNB69413,Tropidurus_hygomi,Tropidurus hygomi,exact mapping via accepted,FALSE,,
